"Deine Klassenstufe/Lehrer","In welche Shops/Läden würdest du vorzugsweise gehen? ","Was würdest du in einem Fast Food-Restaurant bestellen","Was würdest du beim Bäcker bestellen?","Was würdest du im Kasino vorzugsweise spielen?","Was würdest du dir in einem Fanartikel-Shop kaufen?","Was würdest du dir in einem Sportladen kaufen?","Was ist deine Lieblingsfarbe?","Was würdest du eher in einem Webshop herunterladen?","Timestamp","Zuletzt aktualisiert","Erstellt von","Aktualisiert von","Entwurf","IP-Adresse","ID","Schlüssel"
"5-6","Fast Food-Restaurant, Fanartikel-Shop","Burger","Käsebrötchen","Heißer Draht in Dino-Form","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Grün","MP3 (Einen Song)","2019-05-09 09:14:53","2019-05-09 09:14:53","","","0","","700","a7tz3"
"5-6","Bäcker, Fanartikel-Shop, Sportladen, Supermarkt","Burger","Käsebrötchen","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Violett","MP3 (Einen Song)","2019-05-09 09:14:59","2019-05-09 09:14:59","","","0","","701","hcit3"
"5-6","Bäcker, Sportladen","Currywurst","Käsebrötchen","Hau-den-Dino","Pfeife","Taucher-Set","Violett","MP3 (Einen Song)","2019-05-09 09:15:05","2019-05-09 09:15:05","","","0","","702","1iox5"
"5-6","Supermarkt","Dinokeule (Chicken Nuggets)","Franzbrötchen","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Blau","MP3 (Einen Song)","2019-05-09 09:15:12","2019-05-09 09:15:12","","","0","","703","d8nh2"
"5-6","Bäcker, Supermarkt","Pommes","Schokocroissant","Heißer Draht in Dino-Form","Dinochips (Einkaufswagen)","Taucher-Set","Schwarz","MP3 (Einen Song)","2019-05-09 09:15:12","2019-05-09 09:15:12","","","0","","704","zslzu"
"5-6","Fast Food-Restaurant","Burger","Schokocroissant","Hau-den-Dino","Dinochips (Einkaufswagen)","Taucher-Set","Blau","MP3 (Einen Song)","2019-05-09 09:15:22","2019-05-09 09:15:22","","","0","","705","49g7q"
"5-6","Sportladen","Burger","Käsebrötchen","Heißer Draht in Dino-Form","Pfeife","Taucher-Set","Grün","MP3 (Einen Song)","2019-05-09 09:15:25","2019-05-09 09:15:25","","","0","","706","f2aa0"
"5-6","Fast Food-Restaurant, Fanartikel-Shop, Supermarkt","Burger","Käsebrötchen","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Schwarz","MP3 (Einen Song)","2019-05-09 09:15:28","2019-05-09 09:15:28","","","0","","707","ipham"
"5-6","Fast Food-Restaurant","Burger","Franzbrötchen","Hau-den-Dino","Dinochips (Einkaufswagen)","Taucher-Set","Grün","MP3 (Einen Song)","2019-05-09 09:15:41","2019-05-09 09:15:41","","","0","","708","fqm9g"
"5-6","Bäcker, Sportladen, Supermarkt","Burger","Franzbrötchen","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Schwarz","MP3 (Einen Song)","2019-05-09 09:15:56","2019-05-09 09:15:56","","","0","","709","fw8gg"
"5-6","Bäcker, Supermarkt","Pommes","Käsebrötchen","Heißer Draht in Dino-Form","Pfeife","Taucher-Set","Violett","MP3 (Einen Song)","2019-05-09 09:16:17","2019-05-09 09:16:17","","","0","","710","kvnyh"
"5-6","Fast Food-Restaurant, Webshop","Burger","Käsebrötchen","Heißer Draht in Dino-Form","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Schwarz","MP3 (Einen Song)","2019-05-09 09:16:20","2019-05-09 09:16:20","","","0","","711","tm8to"
"5-6","Supermarkt","Currywurst","Franzbrötchen","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Gelb","MP3 (Einen Song)","2019-05-09 08:58:20","2019-05-09 08:58:20","","","0","","669","23phs"
"5-6","Fast Food-Restaurant, Bäcker, Supermarkt","Dinokeule (Chicken Nuggets)","Schokocroissant","Heißer Draht in Dino-Form","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Blau","MP3 (Einen Song)","2019-05-09 08:58:17","2019-05-09 08:58:17","","","0","","668","ybc8d"
"5-6","Sportladen","Burger","Schokocroissant","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Gelb","MP3 (Einen Song)","2019-05-09 08:57:46","2019-05-09 08:57:46","","","0","","667","gh6z3"
"5-6","Sportladen","Currywurst","Salamibrötchen","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Grün","MP3 (Einen Song)","2019-05-09 08:57:46","2019-05-09 08:57:46","","","0","","666","9a1g"
"5-6","Fast Food-Restaurant, Bäcker, Fanartikel-Shop","Pommes","Schokocroissant","Hau-den-Dino","Dinochips (Einkaufswagen)","Taucher-Set","Violett","MP3 (Einen Song)","2019-05-09 08:57:41","2019-05-09 08:57:41","","","0","","665","w7ckn"
"5-6","Bäcker, Sportladen, Supermarkt","Pommes","Käsebrötchen","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Blau","MP3 (Einen Song)","2019-05-09 08:56:59","2019-05-09 08:56:59","","","0","","663","pp7p4"
"5-6","Fast Food-Restaurant","Burger","Schokocroissant","Heißer Draht in Dino-Form","Pfeife","Taucher-Set","Gelb","MP3 (Einen Song)","2019-05-09 08:57:26","2019-05-09 08:57:26","","","0","","664","td3nl"
"7-8","Sportladen","Veganer Salat","Schokocroissant","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Grün","MP3 (Einen Song)","2019-05-09 08:50:17","2019-05-09 08:50:17","","","0","","662","4afkw"
"7-8","Fast Food-Restaurant","Burger","Schokocroissant","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Schwarz","MP3 (Einen Song)","2019-05-09 08:50:09","2019-05-09 08:50:09","","","0","","661","6ty78"
"7-8","Fast Food-Restaurant, Bäcker, Sportladen, Supermarkt, Webshop","Burger","Schokocroissant","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Grün","MP3 (Einen Song)","2019-05-09 08:49:44","2019-05-09 08:49:44","","","0","","660","2uwac"
"7-8","Sportladen, Supermarkt","Dinokeule (Chicken Nuggets)","Franzbrötchen","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Blau","MP3 (Einen Song)","2019-05-09 08:49:40","2019-05-09 08:49:40","","","0","","659","fn9wg"
"7-8","Fast Food-Restaurant, Kasino, Sportladen","Pommes","Schokocroissant","Heißer Draht in Dino-Form","Pfeife","Trainingskleidung-Set (Laufsachen)","Schwarz","MP3 (Einen Song)","2019-05-09 08:49:34","2019-05-09 08:49:34","","","0","","658","b8ry6"
"7-8","Sportladen, Supermarkt","Pommes","Käsebrötchen","Heißer Draht in Dino-Form","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Blau","MP3 (Einen Song)","2019-05-09 08:49:29","2019-05-09 08:49:29","","","0","","657","6owa9"
"7-8","Fast Food-Restaurant, Bäcker, Kasino, Fanartikel-Shop, Sportladen, Supermarkt, Webshop","Pommes","Franzbrötchen","Heißer Draht in Dino-Form","Pfeife","Trainingskleidung-Set (Laufsachen)","Violett","MP3 (Einen Song)","2019-05-09 08:49:11","2019-05-09 08:49:11","","","0","","656","nfzs2"
"7-8","Supermarkt","Burger","Käsebrötchen","Heißer Draht in Dino-Form","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Rot","MP3 (Einen Song)","2019-05-09 08:48:55","2019-05-09 08:48:55","","","0","","655","uf83a"
"7-8","Bäcker, Sportladen, Supermarkt","Dinokeule (Chicken Nuggets)","Schokocroissant","Heißer Draht in Dino-Form","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Blau","MP3 (Einen Song)","2019-05-09 08:48:23","2019-05-09 08:48:23","","","0","","653","vqge6"
"7-8","Sportladen","Fleischklopsbrötchen (Boulette/Frikadelle)","Salamibrötchen","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Grün","PNG (Ein Bild)","2019-05-09 08:48:43","2019-05-09 08:48:43","","","0","","654","qc2be"
"5-6","Fanartikel-Shop, Supermarkt","Pommes","Schokocroissant","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Violett","PNG (Ein Bild)","2019-05-10 09:07:58","2019-05-10 09:07:58","","","0","","971","rz6um"
"5-6","Fast Food-Restaurant, Bäcker, Sportladen, Supermarkt, Webshop","Burger","Franzbrötchen","Heißer Draht in Dino-Form","Pfeife","Taucher-Set","Grün","MP3 (Einen Song)","2019-05-10 09:07:38","2019-05-10 09:07:38","","","0","","970","k05at"
"5-6","Sportladen","Pommes","Franzbrötchen","Heißer Draht in Dino-Form","Pfeife","Trainingskleidung-Set (Laufsachen)","Blau","MP3 (Einen Song)","2019-05-10 09:06:52","2019-05-10 09:06:52","","","0","","969","em22u"
"5-6","Fast Food-Restaurant","Pommes","Käsebrötchen","Hau-den-Dino","Dinochips (Einkaufswagen)","Taucher-Set","Blau","MP3 (Einen Song)","2019-05-10 09:16:36","2019-05-10 09:16:36","","","0","","984","5isbh"
"5-6","Sportladen","Currywurst","Salamibrötchen","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Blau","MP3 (Einen Song)","2019-05-10 09:16:37","2019-05-10 09:16:37","","","0","","985","azbne"
"5-6","Bäcker","Currywurst","Käsebrötchen","Hau-den-Dino","Dinochips (Einkaufswagen)","Taucher-Set","Gelb","MP3 (Einen Song)","2019-05-10 09:16:52","2019-05-10 09:16:52","","","0","","986","ey5lg"
"5-6","Sportladen","Burger","Salamibrötchen","Heißer Draht in Dino-Form","Pfeife","Trainingskleidung-Set (Laufsachen)","Rot","MP3 (Einen Song)","2019-05-10 09:17:25","2019-05-10 09:17:25","","","0","","987","tbznc"
"5-6","Fast Food-Restaurant","Pommes","Schokocroissant","Hau-den-Dino","Dinochips (Einkaufswagen)","Taucher-Set","Blau","MP3 (Einen Song)","2019-05-10 09:17:58","2019-05-10 09:17:58","","","0","","988","9zlwz"
"5-6","Sportladen","Burger","Franzbrötchen","Heißer Draht in Dino-Form","Pfeife","Trainingskleidung-Set (Laufsachen)","Grün","MP3 (Einen Song)","2019-05-10 09:18:20","2019-05-10 09:18:20","","","0","","989","k0u7i"
"5-6","Sportladen","Pommes","Schokocroissant","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Grün","MP3 (Einen Song)","2019-05-10 09:18:20","2019-05-10 09:18:20","","","0","","990","oju3l"
"5-6","Fast Food-Restaurant","Pommes","Schokocroissant","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Blau","MP3 (Einen Song)","2019-05-10 09:18:32","2019-05-10 09:18:32","","","0","","991","yapw1"
"5-6","Sportladen","Pommes","Salamibrötchen","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Schwarz","MP3 (Einen Song)","2019-05-10 09:19:34","2019-05-10 09:19:34","","","0","","992","3zrov"
"5-6","Sportladen","Burger","Käsebrötchen","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Grün","MP3 (Einen Song)","2019-05-10 09:19:43","2019-05-10 09:19:43","","","0","","993","3tchc"
"5-6","Bäcker, Supermarkt","Pommes","Franzbrötchen","Heißer Draht in Dino-Form","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Blau","MP3 (Einen Song)","2019-05-10 09:19:52","2019-05-10 09:19:52","","","0","","994","55mw3"
"5-6","Fast Food-Restaurant","Burger","Schokocroissant","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Gelb","MP3 (Einen Song)","2019-05-10 09:20:14","2019-05-10 09:20:14","","","0","","995","opc5b"
"5-6","Sportladen","Burger","Franzbrötchen","Heißer Draht in Dino-Form","Dinochips (Einkaufswagen)","Taucher-Set","Violett","PNG (Ein Bild)","2019-05-10 09:20:25","2019-05-10 09:20:25","","","0","","996","jd9ka"
"5-6","Fanartikel-Shop, Sportladen, Webshop","Burger","Salamibrötchen","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Grün","MP3 (Einen Song)","2019-05-10 09:20:41","2019-05-10 09:20:41","","","0","","997","2zv2i"
"5-6","Sportladen","Pommes","Schokocroissant","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Grün","MP3 (Einen Song)","2019-05-10 09:22:09","2019-05-10 09:22:09","","","0","","998","brp7c"
"7-8","Bäcker","Currywurst","Franzbrötchen","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Blau","MP3 (Einen Song)","2019-05-10 09:25:33","2019-05-10 09:25:33","","","0","","999","jiy3l"
"7-8","Fast Food-Restaurant, Supermarkt","Pommes","Schokocroissant","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Rot","MP3 (Einen Song)","2019-05-10 09:26:14","2019-05-10 09:26:14","","","0","","1000","n0h61"
"7-8","Webshop","Burger","Schokocroissant","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Schwarz","MP3 (Einen Song)","2019-05-10 09:26:24","2019-05-10 09:26:24","","","0","","1001","r0eo1"
"7-8","Fast Food-Restaurant, Sportladen","Burger","Schokocroissant","Hau-den-Dino","Pfeife","Taucher-Set","Violett","MP3 (Einen Song)","2019-05-10 09:27:11","2019-05-10 09:27:11","","","0","","1002","len63"
"7-8","Fanartikel-Shop","Pommes","Franzbrötchen","Hau-den-Dino","Pfeife","Taucher-Set","Blau","MP3 (Einen Song)","2019-05-10 09:27:18","2019-05-10 09:27:18","","","0","","1003","6fe2v"
"7-8","Bäcker, Sportladen, Webshop","Dinokeule (Chicken Nuggets)","Salamibrötchen","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Schwarz","MP3 (Einen Song)","2019-05-10 09:27:22","2019-05-10 09:27:22","","","0","","1004","q6w2v"
"7-8","Sportladen","Burger","Käsebrötchen","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Grün","MP3 (Einen Song)","2019-05-10 09:27:34","2019-05-10 09:27:34","","","0","","1005","g6kdm"
"7-8","Fast Food-Restaurant","Pommes","Käsebrötchen","Heißer Draht in Dino-Form","Pfeife","Trainingskleidung-Set (Laufsachen)","Gelb","MP3 (Einen Song)","2019-05-10 09:27:48","2019-05-10 09:27:48","","","0","","1006","980tb"
"7-8","Sportladen","Dinokeule (Chicken Nuggets)","Käsebrötchen","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Grün","MP3 (Einen Song)","2019-05-10 09:27:51","2019-05-10 09:27:51","","","0","","1007","eck9g"
"7-8","Kasino, Sportladen, Supermarkt","Currywurst","Schokocroissant","Hau-den-Dino","Dinochips (Einkaufswagen)","Taucher-Set","Blau","MP3 (Einen Song)","2019-05-10 09:28:21","2019-05-10 09:28:21","","","0","","1008","an1k6"
"7-8","Fast Food-Restaurant, Fanartikel-Shop, Sportladen","Dinokeule (Chicken Nuggets)","Käsebrötchen","Hau-den-Dino","Dinochips (Einkaufswagen)","Taucher-Set","Grün","MP3 (Einen Song)","2019-05-10 09:28:35","2019-05-10 09:28:35","","","0","","1009","q4xc9"
"7-8","Bäcker","Pommes","Franzbrötchen","Heißer Draht in Dino-Form","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Violett","MP3 (Einen Song)","2019-05-10 09:28:52","2019-05-10 09:28:52","","","0","","1010","q6ip6"
"7-8","Fast Food-Restaurant","Pommes","Salamibrötchen","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Violett","MP3 (Einen Song)","2019-05-10 09:29:05","2019-05-10 09:29:05","","","0","","1011","zgdj9"
"7-8","Fast Food-Restaurant, Sportladen, Webshop","Burger","Schokocroissant","Heißer Draht in Dino-Form","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Blau","MP3 (Einen Song)","2019-05-10 09:29:11","2019-05-10 09:29:11","","","0","","1012","5tz55"
"7-8","Fast Food-Restaurant, Bäcker, Fanartikel-Shop, Sportladen, Supermarkt, Webshop","Burger","Käsebrötchen","Heißer Draht in Dino-Form","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Grün","MP3 (Einen Song)","2019-05-10 09:29:28","2019-05-10 09:29:28","","","0","","1013","n0uw6"
"7-8","Fast Food-Restaurant, Fanartikel-Shop","Burger","Käsebrötchen","Heißer Draht in Dino-Form","Pfeife","Trainingskleidung-Set (Laufsachen)","Blau","MP3 (Einen Song)","2019-05-10 09:30:10","2019-05-10 09:30:10","","","0","","1014","8j61t"
"7-8","Fast Food-Restaurant, Sportladen","Burger","Franzbrötchen","Hau-den-Dino","Dinochips (Einkaufswagen)","Taucher-Set","Schwarz","PNG (Ein Bild)","2019-05-10 09:30:22","2019-05-10 09:30:22","","","0","","1015","6s9e0"
"7-8","Fast Food-Restaurant, Fanartikel-Shop, Sportladen","Burger","Schokocroissant","Hau-den-Dino","Pfeife","Taucher-Set","Blau","MP3 (Einen Song)","2019-05-10 09:30:26","2019-05-10 09:30:26","","","0","","1016","cxakv"
"7-8","Fast Food-Restaurant, Bäcker","Pommes","Schokocroissant","Hau-den-Dino","Dinochips (Einkaufswagen)","Taucher-Set","Grün","MP3 (Einen Song)","2019-05-10 09:30:29","2019-05-10 09:30:29","","","0","","1017","cv8wl"
"7-8","Fast Food-Restaurant, Sportladen, Supermarkt","Burger","Salamibrötchen","Heißer Draht in Dino-Form","Pfeife","Trainingskleidung-Set (Laufsachen)","Blau","PNG (Ein Bild)","2019-05-10 09:30:52","2019-05-10 09:30:52","","","0","","1018","f4nse"
"7-8","Sportladen","Currywurst","Schokocroissant","Heißer Draht in Dino-Form","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Blau","MP3 (Einen Song)","2019-05-10 09:31:20","2019-05-10 09:31:20","","","0","","1019","qzxc4"
"7-8","Sportladen","Burger","Franzbrötchen","Hau-den-Dino","Pfeife","Taucher-Set","Blau","MP3 (Einen Song)","2019-05-10 09:31:45","2019-05-10 09:31:45","","","0","","1020","t5uu5"
"7-8","Fanartikel-Shop","Burger","Schokocroissant","Hau-den-Dino","Pfeife","Taucher-Set","Violett","MP3 (Einen Song)","2019-05-10 09:31:53","2019-05-10 09:31:53","","","0","","1021","79w8p"
"7-8","Fast Food-Restaurant, Supermarkt","Pommes","Käsebrötchen","Hau-den-Dino","Dinochips (Einkaufswagen)","Taucher-Set","Grün","MP3 (Einen Song)","2019-05-10 09:32:43","2019-05-10 09:32:43","","","0","","1022","6z3na"
"7-8","Sportladen","Pommes","Franzbrötchen","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Blau","MP3 (Einen Song)","2019-05-10 09:45:51","2019-05-10 09:45:51","","","0","","1023","obtwl"
"7-8","Fast Food-Restaurant, Fanartikel-Shop, Sportladen","Burger","Schokocroissant","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Schwarz","MP3 (Einen Song)","2019-05-10 09:45:51","2019-05-10 09:45:51","","","0","","1024","3ezhs"
"7-8","Fanartikel-Shop, Webshop","Burger","Salamibrötchen","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Gelb","MP3 (Einen Song)","2019-05-10 09:46:22","2019-05-10 09:46:22","","","0","","1025","rbga1"
"7-8","Fanartikel-Shop","Burger","Käsebrötchen","Heißer Draht in Dino-Form","Dinochips (Einkaufswagen)","Taucher-Set","Schwarz","MP3 (Einen Song)","2019-05-10 09:46:34","2019-05-10 09:46:34","","","0","","1026","ps8i8"
"7-8","Fanartikel-Shop, Sportladen","Pommes","Schokocroissant","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Blau","MP3 (Einen Song)","2019-05-10 09:46:40","2019-05-10 09:46:40","","","0","","1027","z8h1z"
"7-8","Supermarkt","Burger","Käsebrötchen","Heißer Draht in Dino-Form","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Blau","MP3 (Einen Song)","2019-05-10 09:47:14","2019-05-10 09:47:14","","","0","","1028","4r3nu"
"7-8","Bäcker","Pommes","Salamibrötchen","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Rot","MP3 (Einen Song)","2019-05-10 09:47:28","2019-05-10 09:47:28","","","0","","1029","2wibf"
"7-8","Fast Food-Restaurant, Bäcker, Kasino, Fanartikel-Shop, Sportladen, Supermarkt, Webshop","Burger","Schokocroissant","Heißer Draht in Dino-Form","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Schwarz","MP3 (Einen Song)","2019-05-10 09:47:35","2019-05-10 09:47:35","","","0","","1030","o00q5"
"7-8","Fast Food-Restaurant","Currywurst","Schokocroissant","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Schwarz","MP3 (Einen Song)","2019-05-10 09:48:11","2019-05-10 09:48:11","","","0","","1031","68ly7"
"7-8","Fanartikel-Shop, Webshop","Burger","Schokocroissant","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Schwarz","MP3 (Einen Song)","2019-05-10 09:48:33","2019-05-10 09:48:33","","","0","","1032","hag8f"
"7-8","Sportladen","Burger","Schokocroissant","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Blau","MP3 (Einen Song)","2019-05-10 09:48:43","2019-05-10 09:48:43","","","0","","1033","edrqy"
"7-8","Fast Food-Restaurant","Burger","Käsebrötchen","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Schwarz","MP3 (Einen Song)","2019-05-10 09:49:02","2019-05-10 09:49:02","","","0","","1034","wt7wd"
"7-8","Fanartikel-Shop","Pommes","Schokocroissant","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Schwarz","MP3 (Einen Song)","2019-05-10 09:49:33","2019-05-10 09:49:33","","","0","","1035","t1d54"
"7-8","Fast Food-Restaurant, Bäcker, Kasino, Fanartikel-Shop, Sportladen, Supermarkt, Webshop","Burger","Salamibrötchen","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Blau","MP3 (Einen Song)","2019-05-10 09:49:35","2019-05-10 09:49:35","","","0","","1036","vvhl9"
"7-8","Fast Food-Restaurant, Bäcker, Supermarkt","Pommes","Käsebrötchen","Heißer Draht in Dino-Form","Dinochips (Einkaufswagen)","Taucher-Set","Rot","MP3 (Einen Song)","2019-05-10 09:49:40","2019-05-10 09:49:40","","","0","","1037","x8u6v"
"7-8","Fast Food-Restaurant","Dinokeule (Chicken Nuggets)","Käsebrötchen","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Schwarz","MP3 (Einen Song)","2019-05-10 09:49:52","2019-05-10 09:49:52","","","0","","1038","l7kcy"
"7-8","Supermarkt","Burger","Schokocroissant","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Blau","PNG (Ein Bild)","2019-05-10 09:49:53","2019-05-10 09:49:53","","","0","","1039","j50yd"
"7-8","Fast Food-Restaurant, Sportladen, Supermarkt","Pommes","Franzbrötchen","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Blau","MP3 (Einen Song)","2019-05-10 09:50:33","2019-05-10 09:50:33","","","0","","1040","1z055"
"7-8","Fast Food-Restaurant","Burger","Schokocroissant","Heißer Draht in Dino-Form","Pfeife","Trainingskleidung-Set (Laufsachen)","Blau","MP3 (Einen Song)","2019-05-10 09:50:56","2019-05-10 09:50:56","","","0","","1041","yquia"
"7-8","Fanartikel-Shop","Burger","Salamibrötchen","Heißer Draht in Dino-Form","Dinochips (Einkaufswagen)","Taucher-Set","Blau","MP3 (Einen Song)","2019-05-10 09:51:03","2019-05-10 09:51:03","","","0","","1042","8m8ym"
"7-8","Supermarkt","Burger","Schokocroissant","Heißer Draht in Dino-Form","Pfeife","Trainingskleidung-Set (Laufsachen)","Violett","MP3 (Einen Song)","2019-05-10 09:51:46","2019-05-10 09:51:46","","","0","","1043","9uuli"
"7-8","Fast Food-Restaurant, Supermarkt","Pommes","Schokocroissant","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Rot","MP3 (Einen Song)","2019-05-10 09:52:11","2019-05-10 09:52:11","","","0","","1044","p3s9k"
"7-8","Sportladen","Veganer Salat","Schokocroissant","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Blau","MP3 (Einen Song)","2019-05-10 09:52:46","2019-05-10 09:52:46","","","0","","1045","r4pt"
"7-8","Webshop","Veganer Salat","Franzbrötchen","Hau-den-Dino","Pfeife","Taucher-Set","Gelb","MP3 (Einen Song)","2019-05-10 09:52:52","2019-05-10 09:52:52","","","0","","1046","alwjs"
"7-8","Fast Food-Restaurant","Currywurst","Franzbrötchen","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Schwarz","MP3 (Einen Song)","2019-05-10 09:53:04","2019-05-10 09:53:04","","","0","","1047","bqdei"
"9-10","Fast Food-Restaurant, Bäcker, Kasino, Fanartikel-Shop, Sportladen, Supermarkt, Webshop","Pommes","Salamibrötchen","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Rot","MP3 (Einen Song)","2019-05-10 09:57:32","2019-05-10 09:57:32","","","0","","1048","ok2d9"
"9-10","Fast Food-Restaurant, Sportladen","Pommes","Schokocroissant","Heißer Draht in Dino-Form","Pfeife","Trainingskleidung-Set (Laufsachen)","Violett","MP3 (Einen Song)","2019-05-10 09:58:34","2019-05-10 09:58:34","","","0","","1049","61foi"
"9-10","Fast Food-Restaurant, Bäcker, Sportladen, Supermarkt, Webshop","Burger","Franzbrötchen","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Blau","MP3 (Einen Song)","2019-05-10 09:58:41","2019-05-10 09:58:41","","","0","","1050","1noov"
"9-10","Fast Food-Restaurant, Supermarkt, Webshop","Burger","Franzbrötchen","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Schwarz","MP3 (Einen Song)","2019-05-10 09:58:48","2019-05-10 09:58:48","","","0","","1051","1m1du"
"9-10","Bäcker, Fanartikel-Shop","Currywurst","Schokocroissant","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Blau","MP3 (Einen Song)","2019-05-10 09:58:48","2019-05-10 09:58:48","","","0","","1052","ge6sw"
"9-10","Kasino","Burger","Käsebrötchen","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Schwarz","MP3 (Einen Song)","2019-05-10 09:59:01","2019-05-10 09:59:01","","","0","","1053","gcuqe"
"9-10","Fast Food-Restaurant","Dinokeule (Chicken Nuggets)","Franzbrötchen","Heißer Draht in Dino-Form","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Blau","MP3 (Einen Song)","2019-05-10 09:59:07","2019-05-10 09:59:07","","","0","","1054","wxgl2"
"9-10","Fast Food-Restaurant, Supermarkt","Burger","Salamibrötchen","Heißer Draht in Dino-Form","Pfeife","Trainingskleidung-Set (Laufsachen)","Schwarz","MP3 (Einen Song)","2019-05-10 09:59:35","2019-05-10 09:59:35","","","0","","1055","bu3kc"
